"","Edad","IdSexo","IdNivelEducativo","IdTipoDeEmpresa","IdProvincia","IdPuesto","MesesDeExperiencia","IdTecnologiaPrincipal","CargaLaboral","SalarioNetoPorHora"
"25149",22,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",0,".Net","Full Time",288.888888888889
"25150",41,"No informa","Terciario completo","Una empresa privada","Capital Federal","Arquitecto",144,"PHP","Full Time",1105.26315789474
"25152",30,"Femenino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",60,".Net","Extra Time",820.6
"25153",30,"Masculino","Universitario en curso o incompleto","Una empresa privada","GBA Zona Norte","Administrador de Sistemas",96,"Unix","Full Time",400
"25155",29,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",12,"Javascsript","Full Time",333.333333333333
"25156",32,"Masculino","Universitario en curso o incompleto","Una empresa privada","Córdoba","Lider Técnico",0,"Java","Full Time",275
"25158",27,"Masculino","Universitario en curso o incompleto","Una empresa privada","Córdoba","Desarrollador de software / Programador",12,"Javascsript","Full Time",249
"25159",30,"Femenino","Terciario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",6,".Net","Full Time",250
"25160",22,"Masculino","Universitario en curso o incompleto","Otro","Capital Federal","Desarrollador de software / Programador",0,"Javascsript","Full Time",158.75
"25162",29,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",36,"Ruby on Rails","Full Time",300
"25164",43,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",60,"SAP","Full Time",422.222222222222
"25165",40,"Masculino","Master o postgrado completo","Una empresa privada","Capital Federal","Gerente de Proyectos",144,"Java","Extra Time",620
"25166",34,"Masculino","Universitario completo","Una empresa privada","Mendoza","Analista Funcional",0,"Java","Full Time",372.093023255814
"25167",27,"Femenino","Master o postgrado en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",475
"25168",23,"Masculino","Universitario en curso o incompleto","Una empresa privada","GBA Zona Norte","Administrador de Sistemas",12,"Windows","Part Time",300
"25171",33,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",60,".Net","Part Time",700
"25172",33,"Masculino","No informa","Mi propia empresa","Capital Federal","Desarrollador de software / Programador",36,".Net","Full Time",300
"25173",37,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",144,".Net","Full Time",500
"25175",42,"Masculino","Universitario en curso o incompleto","Una empresa privada","GBA Zona Norte","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",525
"25176",45,"Masculino","Master o postgrado en curso o incompleto","Un organismo estatal","GBA Zona Sur","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",687.5
"25177",44,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Director de Sistemas",36,"Java","Full Time",600
"25178",32,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",96,".Net","Extra Time",330
"25179",35,"Femenino","Universitario en curso o incompleto","Un organismo estatal","Córdoba","Soporte Técnico",96,"Windows","Part Time",342
"25182",42,"Masculino","Terciario en curso o incompleto","Mi propia empresa","Capital Federal","Gerente de Proyectos",144,"Otro","Extra Time",354.166666666667
"25183",32,"No informa","Universitario completo","Mi propia empresa","Capital Federal","Administrador de Almacenamiento (Storage)",12,".Net","Full Time",210.266666666667
"25185",26,"Masculino","Universitario completo","Una empresa privada","Costa Atlántica","Desarrollador de software / Programador",6,".Net","Full Time",247.3
"25186",40,"Femenino","Master o postgrado completo","Una empresa privada","Capital Federal","Gerente de Proyectos",60,"SAP","Full Time",533.333333333333
"25187",35,"Masculino","Universitario completo","Otro","Córdoba","Lider Técnico",36,"Android","Full Time",333.333333333333
"25188",36,"Masculino","Terciario en curso o incompleto","Mi propia empresa","Capital Federal","Desarrollador de software / Programador",60,".Net","Full Time",625
"25189",39,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Soporte Técnico",12,".Net","Full Time",425
"25192",36,"Masculino","Universitario completo","Una empresa privada","GBA Zona Norte","Analista Funcional",96,"Otro","Full Time",550
"25193",24,"Masculino","Secundario completo","Una empresa privada","GBA Zona Norte","Desarrollador de software / Programador",36,".Net","Full Time",311.111111111111
"25194",30,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",96,".Net","Full Time",497.5
"25195",20,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",6,"Sharepoint","Part Time",226.666666666667
"25197",40,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Administrador de Servidores",60,"Windows","Part Time",571.428571428571
"25198",25,"Masculino","Universitario completo","Una empresa privada","GBA Zona Norte","Soporte Técnico",0,"SAP","Full Time",155
"25199",18,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",0,".Net","Full Time",200
"25200",38,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Jefe de Infraestructura",60,"Windows","Full Time",486.666666666667
"25203",25,"Masculino","Universitario completo","Una empresa privada","GBA Zona Norte","Desarrollador de software / Programador",12,"Oracle","Full Time",404.625
"25204",46,"Masculino","Terciario completo","Una empresa privada","Entre Ríos","Administrador de Sistemas",144,"Windows","Full Time",350
"25205",26,"Masculino","Terciario completo","Mi propia empresa","Capital Federal","Implementador de Sistemas",36,"Otro","Extra Time",406
"25206",27,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",12,"VisualBasic","Full Time",315
"25207",26,"Femenino","Universitario completo","Otro","Capital Federal","Administrador de Almacenamiento (Storage)",12,".Net","Full Time",312.5
"25209",25,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",12,"Otro","Full Time",333.333333333333
"25211",39,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Lider Técnico",60,"PHP","Full Time",550
"25212",24,"Femenino","Universitario completo","Una empresa privada","Tucumán","Scrum Master",0,"Delphi","Full Time",230
"25215",39,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,".Net","Full Time",475
"25217",26,"Masculino","No informa","Una empresa privada","Capital Federal","Desarrollador de software / Programador",12,".Net","Full Time",315
"25218",27,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Lider de Proyecto",36,".Net","Full Time",450
"25220",29,"Masculino","Universitario en curso o incompleto","Mi propia empresa","Capital Federal","Analista de Testeo",12,"Oracle","Full Time",312.5
"25221",21,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",12,"PHP","Full Time",211.111111111111
"25223",20,"Femenino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Analista Funcional",0,"Otro","Part Time",220
"25224",21,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",12,".Net","Part Time",454.545454545455
"25225",31,"Masculino","Universitario en curso o incompleto","Una empresa privada","Sante Fe","Administrador de Almacenamiento (Storage)",36,".Net","Full Time",475
"25226",37,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Soporte Técnico",12,"Windows","Full Time",222.222222222222
"25228",24,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",60,".Net","Full Time",472.5
"25229",21,"Masculino","Universitario en curso o incompleto","Mi propia empresa","Capital Federal","Desarrollador de software / Programador",0,"Java","Full Time",280
"25230",25,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",12,"Java","Full Time",580
"25231",38,"Masculino","Terciario completo","Un organismo estatal","Capital Federal","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",344.25
"25232",33,"Masculino","Terciario en curso o incompleto","Otro","GBA Zona Sur","Desarrollador de software / Programador",60,".Net","Full Time",416.666666666667
"25233",39,"Masculino","Universitario completo","Una empresa privada","Corrientes","Administrador de Almacenamiento (Storage)",12,".Net","Extra Time",144
"25234",40,"Masculino","Universitario completo","Una empresa privada","Córdoba","Lider de Proyecto",144,"SAP","Full Time",625
"25235",24,"Masculino","Terciario en curso o incompleto","Otro","Capital Federal","Desarrollador de software / Programador",60,".Net","Part Time",374.285714285714
"25236",27,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,"Oracle","Full Time",350
"25239",22,"Masculino","Universitario en curso o incompleto","Mi propia empresa","GBA Zona Norte","Administrador de Almacenamiento (Storage)",12,".Net","Full Time",244.222222222222
"25240",35,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",96,".Net","Full Time",487.5
"25241",23,"Masculino","Universitario en curso o incompleto","Una empresa privada","Córdoba","Desarrollador de software / Programador",12,"Java","Full Time",316.25
"25242",27,"Femenino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Analista de Testeo",12,"Otro","Full Time",200
"25244",30,"Masculino","Universitario en curso o incompleto","Una empresa privada","GBA Zona Sur","Administrador de Sistemas",96,"SAP","Full Time",612.5
"25245",47,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",533.333333333333
"25248",37,"Masculino","Terciario en curso o incompleto","Una empresa privada","GBA Zona Norte","Soporte Técnico",144,"Windows","Full Time",350
"25249",38,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",60,".Net","Full Time",562.5
"25250",38,"Masculino","Terciario en curso o incompleto","Un organismo estatal","Capital Federal","Administrador de Almacenamiento (Storage)",12,".Net","Full Time",1175
"25251",32,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Gerente de Sistemas",96,"Windows","Extra Time",700
"25252",37,"Masculino","Universitario completo","Una empresa privada","GBA Zona Norte","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",555.555555555556
"25253",26,"Femenino","Universitario en curso o incompleto","Una empresa privada","Sante Fe","Administrador de Almacenamiento (Storage)",6,".Net","Full Time",288.888888888889
"25254",40,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",511.111111111111
"25255",41,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Gerente de Proyectos",144,"Oracle","Full Time",650
"25256",44,"Masculino","Master o postgrado en curso o incompleto","Un organismo estatal","GBA Zona Sur","Gerente de Sistemas",144,"PHP","Full Time",600
"25257",33,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",60,".Net","Full Time",625
"25258",27,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Soporte Técnico",60,"Windows","Full Time",288.888888888889
"25259",38,"Masculino","Terciario completo","Otro","Capital Federal","Gerente de Sistemas",144,"Meta4","Full Time",850
"25260",31,"Femenino","Terciario en curso o incompleto","Otro","GBA Zona Oeste","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",250
"25262",24,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Analista de Testeo",6,".Net","Full Time",157.5
"25263",55,"Masculino","Master o postgrado en curso o incompleto","Un organismo estatal","Sante Fe","Administrador de Almacenamiento (Storage)",144,".Net","Part Time",342.857142857143
"25264",24,"Femenino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Otro",12,"PeopleSoft","Full Time",279.955555555556
"25266",25,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",36,"VisualBasic","Full Time",275
"25267",28,"Femenino","Terciario completo","Un organismo estatal","Capital Federal","Administrador de Almacenamiento (Storage)",60,".Net","Part Time",460
"25268",44,"Masculino","Universitario completo","Soy independiente / freelance","Capital Federal","Analista Funcional",60,"ERP","Full Time",875
"25269",34,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",12,"MSSQLServer","Full Time",205.555555555556
"25270",31,"Masculino","Universitario en curso o incompleto","Una empresa privada","Sante Fe","Desarrollador de software / Programador",60,".Net","Full Time",310
"25272",25,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Soporte Técnico",36,"CRM","Full Time",255
"25273",31,"Masculino","Universitario en curso o incompleto","Una empresa privada","GBA Zona Norte","Desarrollador de software / Programador",96,".Net","Full Time",512.5
"25274",31,"Masculino","Secundario completo","Una empresa privada","Córdoba","Soporte Técnico",96,"Windows","Full Time",311.111111111111
"25275",29,"Masculino","Universitario en curso o incompleto","Una empresa privada","GBA Zona Norte","Desarrollador de software / Programador",36,".Net","Full Time",455
"25276",27,"Femenino","Terciario completo","Un organismo estatal","Capital Federal","Administrador de Almacenamiento (Storage)",0,".Net","Extra Time",81.6326530612245
"25278",46,"Femenino","Universitario completo","Una empresa privada","GBA Zona Norte","Gerente de Proyectos",144,"SAP","Full Time",975
"25279",33,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",60,".Net","Extra Time",534.4
"25281",47,"Masculino","Master o postgrado completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",144,"Java","Full Time",625
"25282",34,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",675
"25284",22,"Masculino","Terciario en curso o incompleto","Una empresa privada","Buenos Aires","Desarrollador de software / Programador",6,"SAP","Full Time",197
"25285",39,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador BI",96,"DatawareHousing","Full Time",625
"25286",53,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",0,".Net","Full Time",425
"25288",44,"Masculino","Universitario en curso o incompleto","Una empresa privada","La Pampa","Administrador de Almacenamiento (Storage)",144,".Net","Extra Time",252.6
"25289",29,"Masculino","Universitario en curso o incompleto","Otro","GBA Zona Norte","Analista de Procesos",6,"Windows","Full Time",257.777777777778
"25290",25,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Tester Funcional",12,".Net","Full Time",239.525
"25292",31,"Masculino","Universitario completo","Una empresa privada","Costa Atlántica","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",247.5
"25293",44,"Masculino","Universitario completo","Una empresa privada","GBA Zona Norte","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",622.222222222222
"25294",32,"Masculino","Terciario completo","Una empresa privada","Buenos Aires","Desarrollador de software / Programador",96,".Net","Full Time",532.5
"25295",21,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",0,"Java","Full Time",222.222222222222
"25299",26,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",0,".Net","Full Time",262.5
"25300",27,"Femenino","Terciario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",36,".Net","Full Time",430
"25301",23,"Masculino","Universitario en curso o incompleto","Un organismo estatal","Capital Federal","Analista Funcional",36,"MySql Server","Part Time",366.666666666667
"25302",27,"Masculino","Universitario en curso o incompleto","Un organismo estatal","Capital Federal","Desarrollador de software / Programador",60,"Oracle","Full Time",350
"25304",30,"Masculino","Universitario completo","Una empresa privada","Buenos Aires","Desarrollador de software / Programador",36,"Javascsript","Full Time",311.25
"25305",29,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Soporte Técnico",96,"Windows","Full Time",210
"25306",43,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",36,".Net","Extra Time",300
"25307",37,"Masculino","Master o postgrado en curso o incompleto","Una empresa privada","Sante Fe","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",1250
"25308",26,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",36,"Html","Part Time",246.666666666667
"25311",31,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",12,".Net","Full Time",287.5
"25312",31,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",36,".Net","Full Time",555.555555555556
"25315",50,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",96,".Net","Full Time",368.888888888889
"25318",27,"Masculino","Master o postgrado completo","Mi propia empresa","Capital Federal","Auditor de TI",36,"Windows","Full Time",370
"25321",34,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",525
"25322",38,"Femenino","Terciario completo","Un organismo estatal","Capital Federal","Administrador de Almacenamiento (Storage)",0,".Net","Part Time",166.666666666667
"25323",36,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",0,".Net","Full Time",382.222222222222
"25324",33,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Analista Funcional",60,"Java","Full Time",517.5
"25325",21,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",36,"Java","Full Time",423.3
"25326",33,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador BI",96,"Pentaho","Full Time",415
"25327",31,"Masculino","Universitario completo","Un organismo estatal","Buenos Aires","Desarrollador de software / Programador",96,"PHP","Part Time",483.333333333333
"25331",31,"Masculino","Universitario en curso o incompleto","Una empresa privada","Córdoba","Administrador de Redes",36,"Windows","Full Time",266.666666666667
"25332",32,"Masculino","Universitario en curso o incompleto","Una empresa privada","GBA Zona Norte","Administrador de Almacenamiento (Storage)",96,".Net","Extra Time",740
"25334",31,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Base de Datos",96,"Oracle","Full Time",800
"25336",40,"Femenino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Analista Funcional",12,"Sharepoint","Full Time",284.444444444444
"25337",28,"Masculino","Universitario completo","Mi propia empresa","Capital Federal","Analista de Seguridad Informática",36,"CISCO","Full Time",775
"25338",26,"No informa","Terciario completo","Un organismo estatal","GBA Zona Oeste","Administrador de Servidores",36,"Windows","Full Time",317.5
"25339",42,"Masculino","Terciario completo","Una empresa privada","Capital Federal","Administrador de Redes",144,"Windows","Full Time",312.5
"25341",40,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",600
"25342",28,"Femenino","Universitario completo","Una empresa privada","GBA Zona Norte","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",445
"25343",36,"Femenino","Universitario completo","Una empresa privada","Neuquén","Administrador de Almacenamiento (Storage)",96,".Net","Extra Time",404
"25345",49,"Masculino","Master o postgrado completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",875
"25346",30,"Masculino","Master o postgrado en curso o incompleto","Una empresa privada","Capital Federal","Scrum Master",60,"Java","Extra Time",604.166666666667
"25347",31,"Masculino","Secundario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",6,"PHP","Full Time",400
"25348",25,"Femenino","Universitario en curso o incompleto","Un organismo estatal","Capital Federal","Administrador de Almacenamiento (Storage)",12,".Net","Full Time",300
"25350",41,"Masculino","Terciario completo","Un organismo estatal","Chaco","Administrador de Redes",12,"Windows","Part Time",500
"25351",24,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Analista BI",6,".Net","Full Time",257.5
"25352",33,"Masculino","Secundario en curso o incompleto","Una empresa privada","Capital Federal","Líder de Soporte Técnico",60,"Windows","Part Time",350
"25353",23,"Masculino","Universitario en curso o incompleto","Una empresa privada","GBA Zona Norte","Administrador de Almacenamiento (Storage)",12,".Net","Full Time",200
"25354",30,"Masculino","Master o postgrado completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,"Java","Full Time",575
"25355",33,"Femenino","No informa","Mi propia empresa","Córdoba","Administrador de Almacenamiento (Storage)",12,".Net","Part Time",900
"25357",31,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Lider Técnico",96,"Objective-C","Full Time",675
"25359",45,"Masculino","Terciario completo","Otro","Capital Federal","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",710
"25360",31,"Femenino","Universitario completo","Una empresa privada","GBA Zona Norte","Administrador de Almacenamiento (Storage)",36,".Net","Full Time",326.025
"25361",25,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Soporte de Aplicación",12,"SAP","Full Time",275
"25362",40,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",60,"Mainframe","Full Time",437.5
"25363",22,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",12,".Net","Full Time",312.7
"25364",25,"Masculino","Secundario completo","Otro","Capital Federal","Soporte Técnico",60,"Windows","Full Time",260
"25366",28,"Masculino","Secundario en curso o incompleto","Soy independiente / freelance","Córdoba","Desarrollador de software / Programador",96,"PHP","Part Time",1000
"25367",36,"Femenino","Universitario en curso o incompleto","Una empresa privada","Córdoba","Administrador de Almacenamiento (Storage)",36,".Net","Full Time",212.5
"25368",35,"Masculino","Universitario completo","Otro","Capital Federal","Desarrollador de software / Programador",96,"Java","Full Time",466.75
"25369",40,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",711.111111111111
"25370",31,"Femenino","Terciario en curso o incompleto","Otro","Córdoba","Analista de Testeo",36,"Oracle","Full Time",266.666666666667
"25372",38,"Masculino","Terciario completo","Soy independiente / freelance","Costa Atlántica","Administrador de Almacenamiento (Storage)",36,".Net","Full Time",357.142857142857
"25374",28,"Masculino","Universitario completo","No informa","Capital Federal","Administrador de Almacenamiento (Storage)",6,".Net","Full Time",362.5
"25375",41,"Masculino","Secundario completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",400
"25376",29,"Masculino","Universitario en curso o incompleto","Mi propia empresa","GBA Zona Norte","Director General",96,"PHP","Full Time",622.222222222222
"25378",44,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Lider de Proyecto",144,"Hyperion","Full Time",888.888888888889
"25380",27,"Masculino","Secundario en curso o incompleto","Una empresa privada","Córdoba","Administrador de Almacenamiento (Storage)",36,".Net","Full Time",240
"25381",28,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",0,".Net","Full Time",222.5
"25382",32,"Masculino","Universitario completo","Una empresa privada","Sante Fe","Desarrollador de software / Programador",60,"Otro","Full Time",525
"25383",28,"Masculino","Terciario completo","Una empresa privada","GBA Zona Norte","Lider Técnico",60,".Net","Full Time",617.5
"25384",38,"Femenino","Universitario completo","Mi propia empresa","Chaco","Soporte Técnico",60,".Net","Full Time",150
"25385",29,"Femenino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",96,"SAP","Full Time",525
"25386",25,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",36,"Smalltalk","Full Time",383.225
"25387",25,"Masculino","Universitario completo","Mi propia empresa","Córdoba","Administrador de Almacenamiento (Storage)",12,".Net","Extra Time",326.086956521739
"25388",32,"Masculino","Universitario completo","Mi propia empresa","Córdoba","Director de Sistemas",144,"Python","Full Time",400
"25389",22,"Masculino","Universitario en curso o incompleto","Una empresa privada","Córdoba","Desarrollador de software / Programador",0,"Python","Part Time",266.666666666667
"25390",27,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Analista Funcional",60,"Oracle","Full Time",520
"25391",33,"Masculino","Universitario completo","Una empresa privada","Buenos Aires","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",593.333333333333
"25392",44,"Femenino","Universitario en curso o incompleto","Mi propia empresa","GBA Zona Oeste","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",250
"25393",31,"Masculino","Universitario completo","Una empresa privada","Buenos Aires","Desarrollador de software / Programador",60,"SAP","Full Time",520.525
"25394",43,"Masculino","Master o postgrado en curso o incompleto","Una empresa privada","Capital Federal","Gerente de Producto",12,"Otro","Full Time",400
"25395",40,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Scrum Master",144,"Java","Full Time",784.35
"25396",34,"Masculino","Universitario completo","Una empresa privada","Tucumán","Operador de Sistemas",60,"Linux","Full Time",257.5
"25398",39,"Masculino","Universitario en curso o incompleto","Una empresa privada","GBA Zona Norte","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",825
"25399",30,"Masculino","Universitario en curso o incompleto","Mi propia empresa","Buenos Aires","Administrador de Almacenamiento (Storage)",12,".Net","Part Time",750
"25400",32,"Masculino","Universitario completo","Mi propia empresa","Entre Ríos","Desarrollador de software / Programador",96,".Net","Full Time",750
"25401",38,"Masculino","Terciario completo","Otro","GBA Zona Norte","Desarrollador de software / Programador",96,".Net","Full Time",539.4
"25402",29,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Mesa de Ayuda (Help Desk)",60,"Hp","Full Time",287.625
"25404",24,"Masculino","Terciario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",12,".Net","Full Time",344.111111111111
"25408",28,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",60,"PHP","Full Time",477.25
"25409",47,"Masculino","Master o postgrado completo","Una empresa privada","Capital Federal","Administrador de Almacenamiento (Storage)",144,".Net","Full Time",1333.33333333333
"25411",30,"Masculino","Secundario completo","Una empresa privada","Capital Federal","Analista Funcional",12,"Otro","Full Time",439.6
"25412",27,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",36,"Oracle","Full Time",625
"25413",42,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Jefe de Desarrollo",144,"Java","Full Time",666.666666666667
"25414",36,"Masculino","Universitario en curso o incompleto","Una empresa privada","Entre Ríos","Mesa de Ayuda (Help Desk)",96,"Linux","Part Time",428.571428571429
"25415",32,"Masculino","Universitario en curso o incompleto","Soy independiente / freelance","Capital Federal","Administrador de Almacenamiento (Storage)",96,".Net","Full Time",1000
"25419",37,"Masculino","Master o postgrado completo","Una empresa privada","Capital Federal","Lider BI",96,"DatawareHousing","Full Time",900
"25420",26,"Masculino","Terciario completo","Una empresa privada","Sante Fe","Desarrollador de software / Programador",12,".Net","Full Time",371.25
"25421",26,"Masculino","Terciario completo","Una empresa privada","Sante Fe","Desarrollador de software / Programador",12,".Net","Full Time",371.25
"25422",26,"Masculino","Terciario completo","Una empresa privada","Sante Fe","Desarrollador de software / Programador",12,".Net","Full Time",371.25
"25423",26,"Masculino","Terciario completo","Una empresa privada","Sante Fe","Desarrollador de software / Programador",12,".Net","Full Time",371.25
"25424",26,"Masculino","Terciario completo","Una empresa privada","Sante Fe","Desarrollador de software / Programador",12,".Net","Full Time",371.25
"25425",26,"Masculino","Terciario completo","Una empresa privada","Sante Fe","Desarrollador de software / Programador",12,".Net","Full Time",371.25
"25427",32,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Desarrollador de software / Programador",36,"Java","Part Time",1150
"25428",25,"Masculino","Universitario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",36,"Java","Full Time",487.5
"25429",29,"Masculino","Secundario completo","Una empresa privada","Capital Federal","Desarrollador de software / Programador",96,".Net","Full Time",575
"25430",36,"Masculino","No informa","Una empresa privada","Córdoba","Administrador de Servidores",96,"Aix","Full Time",675
"25431",31,"Masculino","Terciario completo","Una empresa privada","Córdoba","Analista de Testeo",60,"Java","Full Time",357.15
"25432",45,"Masculino","Secundario completo","Mi propia empresa","Buenos Aires","Soporte Técnico",96,"Windows","Very Extra Time",116.666666666667
"25433",37,"Masculino","Universitario en curso o incompleto","Una empresa privada","Capital Federal","Jefe de Desarrollo",60,"PeopleSoft","Full Time",800
